n,balanced_accuracy,macro_f1,roc_auc_severe,average_precision_severe,perm_observed_macro_f1,perm_null_macro_f1_mean,perm_p_value,perm_n_permutations
91,0.6084507042253522,0.6064694689500086,0.6584507042253521,0.4908472118140902,0.6064694689500086,0.5206388860058813,0.09779022097790221,10000
